-8.094797583984867373e-01,1.794225573712395286e-02,-1.468841349566955889e+00,-2.694478884567584887e-01,-6.756290841640812950e-01,-9.941886354626328082e-02
-5.533561676360387871e-01,1.005792494962279626e+00,1.032167117921707566e+00,3.016281065983437149e-01,1.302082676032534359e+00,8.948437700477458456e-01
4.420371738406171924e-01,1.674630230669349240e+00,5.381701595924570647e-02,-1.340153173573631173e+00,-1.062437825862566076e-01,-1.232924651534740956e+00
9.029530037103233875e-01,-9.748806522722108792e-01,-3.619073752772544172e-01,4.494866597715750922e-01,8.562309628238046200e-02,3.808200497563385412e-01
-1.623718578380360933e+00,1.109938552168504122e+00,1.878313314200262263e-01,-3.008533811166544947e-01,9.615336286969538016e-01,3.159878808460645505e-01
4.699976368945486538e-01,-1.479176897027855375e+00,-1.194856191507654986e+00,-2.148390259741884911e+00,-1.054810493947690553e+00,-1.203102829788096795e+00
-1.979930613323939992e-01,-1.865887267506734615e+00,4.308434656769638549e-01,8.293514846906961946e-01,1.935304255845711197e-01,1.771938951249665051e+00
-8.403963769413528295e-01,-9.528941049506013394e-01,-1.921483711799404581e+00,-1.857358903503297576e+00,-8.770944332859056392e-01,-2.000778101250296981e+00
-1.313903157031364621e+00,-2.555310206988302912e+00,-9.352754820727112728e-01,-2.688378312728955111e-01,1.167586440615553389e-01,6.563061695639768045e-01
-1.490196431950857325e-01,6.390621199379217243e-01,1.776835459380615712e-01,-2.085963342540347876e-01,-1.329953939658263362e+00,2.994761003532865895e-01
4.650059923414293084e-01,-6.427391781488709377e-01,-2.529166045927755402e-01,-1.451210915567759940e-01,-3.765962701193795725e-01,-3.207811932503148444e-01
1.398386039573469297e+00,1.537879197627004313e+00,6.744023675052950306e-01,-7.946616518604177060e-01,4.857138367320505967e-01,-1.185954188475243143e+00
-9.031032483417733570e-02,1.549309010764531036e-01,-4.783261043036021176e-01,-5.979418481909600791e-01,-1.204275351544749739e+00,-8.222922557785696807e-01
-3.803282410227515342e-01,-4.272093896807773739e-01,-1.078552825982289187e+00,6.125557806815751238e-02,-1.775851514705343526e+00,-2.092235409059538254e-01
-1.947889305461502074e+00,1.740840194662380408e-02,-3.622338805345001744e-01,2.349066017100315262e-02,7.009047760630986446e-01,5.144582380626910867e-02
1.397929259164893745e+00,-1.624105477666514252e+00,-6.817370758139762454e-01,-1.041266883576781765e+00,-5.813268631676850040e-01,-9.130480561325242661e-01
-1.065317346254713415e+00,4.543473931522702403e-01,1.214345810672868009e-01,7.754725637406338912e-01,-1.025441961050946316e-02,8.326599177908555749e-01
7.837150995404339460e-01,1.261722308707358797e+00,1.524898248185418526e+00,1.730056647676336823e+00,8.490172160053940376e-01,2.089060626050253777e+00
9.207322483599043039e-01,-1.811888504329359328e+00,-7.362442616358129133e-01,1.390760618748137223e-01,-8.034035927175817715e-01,-3.007055119133369425e-01
-5.292724080912166729e-01,5.305418002105584119e-01,5.587603494235846013e-02,1.980436808404595128e+00,1.401037204369341982e-01,1.721887569624357406e+00
1.100656526861903739e+00,-2.181703445040587219e+00,-3.672574763212262949e-01,-2.576395146006168480e-01,-1.415843333880972832e+00,1.478830330736299326e-01
-3.132598633818468037e-01,-5.411335943032539175e-01,-5.271557612798793979e-01,-6.666942311070459537e-01,4.367941178072399372e-02,-4.998671448936796713e-01
1.919600814205788541e+00,-3.187200017352396775e-01,1.661218225373657820e+00,-3.795047507059767788e-02,1.933176923051401319e+00,-2.446319021918527681e-02
1.059318574058924156e+00,8.615970780144679986e-02,2.282517676941322737e-01,-8.678636921876373145e-02,1.986491215584521575e-01,-6.724835194787607273e-01
1.053875454447693816e+00,5.373740834651431486e-01,3.578472953828691905e-01,-1.187089368024202063e+00,-2.080073726158992997e-01,-8.538705219140676483e-01
-1.315715970052308559e-01,-9.622282973056393018e-01,-3.519996186114235370e-01,-5.010497933337603182e-01,4.781087354674103951e-01,-5.216213304003598505e-01
-4.843867654239186749e-01,1.051829841186969983e+00,6.504403802101726972e-02,-1.872301787351046687e-01,2.217851977141569175e-01,-8.066931995592204752e-01
9.569947039227981733e-01,-3.301171834373461400e-01,1.257966034966177427e+00,2.762910450700747367e-01,8.493013755321021652e-01,-1.381897069069032424e-01
-9.622549802385905737e-01,1.908470219308960880e-01,3.273602400683505720e-01,-1.321212800503385187e-01,4.023969221816550146e-01,-3.488766955041028295e-01
-4.709203402242438385e-01,-7.757548485700438423e-01,-1.157301476127680084e+00,-2.148293213809918667e-01,1.323971064763762584e-01,-5.253901750077560884e-01
-1.751895052850189316e+00,5.627061297432590647e-01,-2.695697622894493439e-01,-5.539554622059650324e-01,5.565592121606978138e-01,-5.188186522206251761e-01
1.684040370674362519e+00,-4.063060870995988116e-01,5.348747693558433269e-01,1.142061701502124604e+00,-7.047423058259609796e-01,1.158880997261968915e+00
-1.185621745730985888e+00,9.648230608253426377e-01,1.232883140675744560e-01,-5.366701122539101476e-01,1.260289667380455336e-01,-7.347466415746559676e-01
-1.261439046908283124e-01,-1.004771497578683115e-01,-3.568176307012585480e-01,-1.058964726819737301e+00,1.169086177826646200e-01,-6.342429981745577594e-01
-2.217466186335871114e+00,-7.267118987249995277e-01,5.007600578185941176e-01,2.250738426121878355e+00,1.183451391717975199e+00,2.506922832215884522e+00
-8.426218410323547126e-01,5.007674960332338943e-01,3.072826190629571186e-01,-1.512016766516350863e+00,1.670235556962153201e+00,-9.994308908634852440e-01
-2.396398462518779804e-01,-1.434045835765429266e-01,-1.469475397542171713e+00,-4.746309356552528280e-01,-1.409202437931075469e+00,3.087889326966560821e-01
-1.482885575713950521e+00,-9.540960455867265599e-01,-1.109862844563815676e+00,-1.922862267347777543e+00,1.380186092341929127e+00,-1.188129352836463148e+00
-5.589612651757659423e-01,-2.532513031599072928e-01,-9.901575116615519701e-01,-1.405746670620812377e+00,-1.977836106695035401e+00,6.829730117908663356e-01
1.362188631211347811e+00,-1.901437056915786239e-01,2.452436011721495779e-01,5.560743517373777367e-01,-3.406027075279630112e-01,-1.084462230994260867e-01
1.510415372580819149e+00,1.133925325068885437e+00,-8.908460484026363702e-01,-3.705376309307126803e-01,-4.151209658252774659e-01,-5.313174758411705056e-01
-8.972734959619593775e-01,-9.551989758530913255e-01,-1.175171707377207664e+00,-1.053292893357487880e+00,3.906990091676224020e-02,-7.820845467078202384e-01
3.594274510431728076e-01,-1.102086803168545126e+00,-5.856598374862012069e-01,-1.730268806702073281e-02,-1.005331995407100720e+00,-7.810403862926013074e-02
3.753902267351048594e-01,7.243856112224447141e-01,1.450908051697601397e-01,-8.850238779403348799e-01,-3.124409276249440204e-01,-2.215532695621272197e+00
-5.350303469716839455e-01,1.039970257709804224e+00,6.683119668065550245e-01,7.668014136087677457e-01,1.132540454921268092e+00,2.058130946796717708e+00
-6.951059517650549913e-02,-6.486207626249907987e-01,-9.946605444570920662e-01,-4.874159300604107292e-01,-3.867500010513079123e-01,-5.468677556588469324e-01
-3.999622210649622089e-01,1.535527066998817691e+00,-3.455798140569037447e-01,-5.458213659039279353e-01,-1.474377853083135292e-01,-3.197709310183562414e-01
4.166606710074047815e-01,-5.500444111992291996e-01,-5.335184767778995418e-01,-1.021304321722752650e+00,-1.037277860010462183e+00,-6.582909156545662110e-01
-2.174451013837227498e-01,7.821609801596318690e-01,4.720550219769277800e-01,1.102175541281597976e-01,4.726990338366866551e-01,-2.722655360927472845e-02
1.049269437985193010e+00,2.363897061360691609e-01,2.275567754616210969e+00,1.552430489354464926e+00,1.230002887993814520e+00,3.837819603829403237e-01
-1.391512502428963460e-01,-1.063001156013160253e+00,1.288210467207535626e-01,-4.525917026218951866e-01,7.705942052650347485e-01,-4.676382273057476668e-01
1.521049736606863989e-01,-3.549588680890228276e-01,3.292359406787013776e-01,-4.142689473697516722e-01,-2.113535002645872130e-02,-4.597505227394931282e-01
8.712644745255173628e-01,6.719391625576511817e-01,1.157757928786756318e+00,4.665563138784226682e-01,2.254772336323870974e+00,3.206814062412187694e-01
1.377206831824537625e+00,-1.333792842744631724e+00,-1.717459295846033296e-01,-9.738075070590228588e-01,-8.831965295999093524e-01,-2.172609789946035264e+00
-4.354288206622078383e-01,1.980045208696541881e+00,1.305327721529950136e+00,1.864813125098258584e-01,1.073762622748403839e+00,6.915666121870448491e-01
7.170036685067270044e-02,-7.562679987890028599e-01,-1.243230904916353907e+00,-1.612948959388439185e+00,-2.707284665133020130e-01,-1.122709419497436967e+00
1.672454003523396571e+00,1.239833400990131507e+00,5.602586835434925083e-01,3.915923865127490799e-02,-2.126360743871462233e+00,6.521466837706269004e-01
1.009102481453720834e+00,8.467259732316003706e-01,1.675609640077065920e-01,5.066941732703567070e-01,-8.253094537369964900e-01,-2.847939184159484216e-01
-8.067720911690500207e-01,-5.666154433584964512e-01,-2.680817880179120483e-01,-1.318314083390085711e+00,-3.357327196359205512e-01,-4.712752382200618984e-01
-2.121035136385275521e+00,1.266949436098044002e+00,-1.350413172552975993e+00,-1.383928055991552553e+00,-2.256106922900881884e+00,-9.913255558530392753e-01
-4.967596763007026683e-01,-4.846552407861539624e-01,-3.724638442127223836e-01,1.254405893273859096e+00,1.610295992648228758e+00,-3.546765218564311706e-01
4.744622947572810223e-01,-2.230045362739263126e+00,-4.620803769879818779e-01,-5.184574454609811589e-01,-1.235105285199308844e-01,-6.788729735737617510e-01
3.202011349660939810e-01,-1.245282282089811066e+00,-2.092218705600827899e-01,-1.271260784057845150e+00,-2.093052531892772850e-01,-5.857014848038292198e-01
-2.970848508018562040e-01,1.488615118269107862e+00,7.733846944857662997e-01,1.105342394386006788e+00,1.265200919370318644e+00,1.172555794404585683e+00
4.028997212213793477e-01,-9.052385241938887273e-02,-7.831529217231658624e-01,-9.249816661000331841e-01,-4.154341644245505560e-01,-2.079200044443548556e+00
-6.427678041027820033e-01,3.834649862342725535e-01,-4.422351907743712340e-01,-4.423621673792358377e-01,6.901013586233262220e-02,-3.939482634742760281e-01
1.521405271382838320e+00,-1.059378854945656645e+00,1.473273845399571957e-01,9.729577307381037654e-01,1.977001945217810586e-01,1.876567530818709362e-01
